,tag_id,count,tag_name
107,6838,130,childhood-favorites
108,21024,130,mythology
109,15067,130,humour
110,7423,129,classic-literature
111,12948,128,general-fiction
112,24051,128,post-apocalyptic
113,2580,125,animals
114,2277,119,american
115,22689,117,own-it
116,14370,114,high-school
117,23596,110,picture-book
118,23931,109,politics
119,3358,106,audible
120,7852,106,coming-of-age
121,19052,105,manga
122,1540,104,action
123,26897,100,scifi-fantasy
124,9477,100,did-not-finish
125,14527,99,historical-romance
126,7806,97,comics-graphic-novels
127,25114,96,read-for-school
128,32623,95,witches
129,16095,92,james-patterson
130,3379,92,audio-books
131,23796,91,pnr
132,16799,90,juvenile
133,9277,90,demons
134,7116,89,christian-fiction
135,18001,88,lgbt
136,18919,88,magical-realism
137,2938,87,art
138,29316,87,tbr
139,2136,85,alpha-male
140,11152,85,fairy-tales
141,33124,84,young-adult-fiction
142,23743,84,plays
143,10641,83,england
144,7478,83,classics-to-read
145,923,83,20th-century
146,509,82,19th-century
147,28663,81,stephen-king
148,26207,81,romantic-suspense
149,8782,80,cómics
150,3611,79,autobiography
151,27613,78,shifters
152,12315,77,for-school
153,2516,77,angels
154,6920,76,children-s-literature
155,9882,75,dragons
156,31155,74,travel
157,6829,74,childhood-books
158,11124,74,fae
159,25765,73,reread
160,25167,72,read-in-english
161,6914,72,children-s-lit
162,22352,71,on-my-shelf
163,30464,71,time-travel
164,18640,71,love
165,28422,71,sports
166,12600,71,friendship
167,26740,70,school-books
168,13150,70,ghosts
169,2313,69,american-literature
170,4615,68,biography-memoir
171,5776,67,british-literature
172,28525,66,stand-alone
173,12175,66,food
174,27473,66,shapeshifters
175,11491,66,faves
176,21831,65,nora-roberts
177,4594,65,biographies
178,27535,65,shelfari-favorites
179,20824,64,my-favorites
180,28384,63,spirituality
181,21457,63,newbery
182,20673,61,music
183,9336,61,detective
184,11665,60,feminism
185,18668,59,love-triangle
186,31505,59,unfinished
187,11221,58,family
188,28247,57,space-opera
189,32917,57,wwii
190,17273,56,king
191,12709,56,futuristic
192,7668,56,college
193,32996,56,ya-books
194,251,56,1001-books-to-read-before-you-die
195,5481,56,borrowed
196,13568,55,graphic-novels-comics
197,33023,55,ya-lit
198,7746,54,comic-books
199,3377,54,audio-book
200,11550,54,favorite-series
201,13446,54,gothic
202,12452,53,france
203,30386,53,thrillers
204,33268,53,zombies
205,4959,53,book-club-books
206,18011,53,lgbtq
207,1746,52,africa
208,10891,52,essays
209,18318,52,literary
210,7739,51,comic
211,9124,50,dean-koontz
212,20047,50,military
213,25799,50,retellings
214,10093,50,e-book
215,30573,49,to-re-read
216,24609,49,pulitzer
217,18851,49,made-me-cry
218,25822,49,reviewed
219,28300,48,speculative-fiction
220,28341,48,spiritual
221,11130,48,faeries
222,26842,48,science-fiction-fantasy
223,1753,47,african-american
224,16203,47,japan
225,7203,47,christianity
226,12553,47,french
227,8150,47,cookbooks
228,33165,46,youth
229,23727,46,play
230,7563,46,clàssics
231,11148,45,fairy-tale
232,28610,45,steampunk
233,7417,45,classic-fiction
234,29568,44,terry-pratchett
235,27111,44,self-improvement
236,11136,44,fairies
237,8209,44,cooking
238,13528,43,graphic
239,8922,42,dark
240,6184,42,canadian
241,24136,42,pratchett
242,7422,42,classic-lit
243,30208,41,theatre
244,33004,41,ya-contemporary
245,10729,41,epic
246,19524,41,maybe
247,4985,41,book-group
248,11978,41,finished
249,1078,41,4-stars
250,31859,41,victorian
251,1800,41,agatha-christie
252,10245,41,economics
253,9565,41,discworld
254,20811,41,my-ebooks
255,6098,41,caldecott
256,2305,41,american-history
257,17780,40,leadership
258,10094,40,e-books
259,29045,40,survival
260,20781,40,my-bookshelf
261,30635,40,to-read-classics
262,31756,39,vamps
263,1499,39,abuse
264,15954,39,j-d-robb
265,20989,39,mystery-suspense
266,16258,38,jd-robb
267,4055,38,bdsm
268,6766,38,chicklit
269,23106,37,patterson
270,11574,37,favourite
271,19788,37,mental-illness
272,25596,36,regency
273,24624,36,pulitzer-prize
274,15453,36,india
275,26251,36,rory-gilmore-challenge
276,15359,35,in-death-series
277,23334,35,personal-development
278,4944,35,book-boyfriends
279,19689,35,meg-cabot
280,15358,35,in-death
281,16184,35,janet-evanovich
282,32812,35,world-war-ii
283,29464,34,teen-fiction
284,30241,34,theology
285,16805,34,juvenile-fiction
286,24728,34,queer
287,22025,34,novella
288,19983,34,middle-school
289,9484,34,didn-t-finish
290,13098,33,german
291,3885,33,banned-books
292,16518,33,john-grisham
293,5105,33,books-about-books
294,14730,33,holocaust
295,20731,33,must-read
296,2768,33,apocalyptic
297,1542,33,action-adventure
298,26374,33,russian
299,5444,33,bookshelf
300,11595,32,favs
301,19786,32,mental-health
302,32686,32,women
303,26636,32,satire
304,7784,32,comics-and-graphic-novels
305,3216,31,asia
306,15924,31,italy
307,9022,31,david-baldacci
308,10866,31,espionage
309,7224,31,christmas
310,19175,31,mangá
311,10824,31,erotic-romance
312,2312,31,american-lit
313,26371,30,russia
314,2056,30,aliens
315,10658,30,english-literature
316,29190,29,séries
317,9147,29,death
318,28466,29,spy
319,33777,29,روايات
320,20282,29,modern-classics
321,15626,28,inspirational
322,833,28,2016-releases
323,21308,28,neil-gaiman
324,17694,28,laurell-k-hamilton
325,14064,28,have
326,11376,28,fantasy-scifi
327,16205,27,japanese
328,17863,27,legal-thriller
329,25685,27,religious
330,33035,27,ya-paranormal
331,31254,27,true-crime
332,19666,27,medieval
333,17450,27,kristen-ashley
334,28052,27,sociology
335,12568,27,french-literature
336,22330,27,on-hold
337,16550,26,john-sandford
338,13720,26,grisham
339,19892,26,michael-connelly
340,13656,26,greek-mythology
341,8755,26,cyberpunk
342,14134,26,health
343,28642,25,stephanie-plum
344,11162,25,fairytales
345,7009,25,china
346,4968,25,book-club-reads
347,15798,25,ireland
348,10817,25,erotic
349,26384,25,russian-literature
350,13270,24,glbt
351,2519,24,angels-demons
352,27600,24,sherrilyn-kenyon
353,8408,24,cover-love
354,785,24,2015-releases
355,28919,24,sue-grafton
356,23569,24,physics
357,24807,24,race
358,2173,24,alternate-history
359,13974,24,harlan-coben
360,23086,24,patricia-cornwell
361,25436,24,realistic
362,19961,23,middle-east
363,27438,23,shakespeare
364,12035,23,first-in-series
365,25234,23,read-more-than-once
366,14017,22,harry-potter
367,33262,22,zombie
368,28541,22,star-wars
369,2517,22,angels-and-demons
370,11166,22,faith
371,29258,22,tamora-pierce
372,11937,22,finance
373,25913,22,rick-riordan
374,10951,22,evanovich
375,3829,22,baldacci
376,16005,22,jack-reacher
377,6866,22,children-books
378,2660,22,anne-rice
379,29716,22,the-classics
380,6614,21,charlaine-harris
381,28445,21,sports-romance
382,33007,21,ya-dystopian
383,17838,21,lee-child
384,6847,21,childhood-reads
385,6976,21,childrens-lit
386,16418,21,jim-butcher
387,19738,21,memoir-biography
388,25798,20,retelling
389,28235,20,space
390,16449,20,jodi-picoult
391,26754,20,school-reads
392,32906,20,ww2
393,11579,20,favourite-books
394,1434,20,abbi-glines
395,18015,20,lgbtqia
396,6178,20,canada
397,6729,20,chic-lit
398,2602,20,anita-blake
399,30860,20,to-reread
400,8527,20,crime-fiction
401,17413,20,koontz
402,32353,20,western
403,29005,20,superheroes
404,30205,19,theater
405,3987,19,batman
406,5066,19,booker-prize
407,28645,19,stephanie-plum-series
408,15980,19,j-r-ward
409,19384,19,mary-higgins-clark
410,33045,19,ya-romance
411,16218,19,japanese-literature
412,3461,18,australia
413,25191,18,read-in-school
414,12383,18,forgotten-realms
415,22027,18,novellas
416,19659,18,medicine
417,30924,18,tom-clancy
418,26752,18,school-reading
419,31133,18,translated
420,20570,18,movies
421,1982,18,alex-cross
422,16672,18,jr-ward
423,25908,18,richelle-mead
424,28204,18,southern
425,7343,17,civil-war
426,32865,17,writing
427,18258,17,lisa-gardner
428,25761,17,required-reading
429,23005,17,parenting
430,8346,17,couldn-t-finish
431,21437,17,new-york
432,6070,17,c-s-lewis
433,19897,16,michael-crichton
434,23266,16,percy-jackson
435,7145,16,christian-living
436,9037,16,david-eddings
437,11673,16,feminist
438,24964,16,re-reads
439,17260,16,kindle-unlimited
440,9927,16,dresden
441,9928,16,dresden-files
442,31232,16,trilogy
443,8779,16,còmics
444,9080,16,dc
445,31984,16,vonnegut
446,10081,16,dystopias
447,21529,16,nicholas-sparks
448,26918,16,scotland
449,19634,16,medical
450,30672,16,to-read-fiction
451,32341,16,werewolf
452,8945,16,dark-hunter
453,4696,16,black-dagger-brotherhood
454,5180,16,books-i-have
455,5636,16,brandon-sanderson
456,13109,16,german-literature
457,3140,15,arthurian
458,5036,15,book-to-movie
459,26382,15,russian-lit
460,12700,15,future
461,16130,15,james-rollins
462,27575,15,sherlock-holmes
463,6977,15,childrens-literature
464,12598,15,friends-to-lovers
465,21339,15,netgalley
466,7677,15,college-romance
467,14010,15,harry-bosch
468,32401,15,wheel-of-time
469,26774,15,sci-fi-and-fantasy
470,8938,15,dark-fantasy
471,16991,15,kelley-armstrong
472,29559,15,terry-brooks
473,26023,15,robert-jordan
474,8533,15,crime-mystery
475,1039,15,39-clues
476,25562,15,reference
477,20547,15,movie
478,21055,15,na
479,2766,14,apocalypse
480,16877,14,karen-marie-moning
481,13116,14,germany
482,10304,14,education
483,23083,14,patricia-briggs
484,28127,14,sookie-stackhouse
485,17439,14,kresley-cole
486,32654,14,wizards
487,1988,14,alex-cross-series
488,7541,14,clive-cussler
489,16938,14,kathy-reichs
490,24968,14,reacher
491,15808,14,irish
492,10067,14,dystopian-fiction
493,2651,14,anne-mccaffrey
494,8883,14,daniel-silva
495,32188,14,warriors
496,14394,14,highlander
497,2106,14,all-time-favourites
498,13794,14,guilty-pleasures
499,15904,14,italian
500,18266,14,lisa-kleypas
501,8975,14,darren-shan
502,21195,14,nature
503,11988,14,finished-series
504,23909,14,political
505,2603,13,anita-blake-series
506,9841,13,dr-seuss
507,9597,13,distopia
508,9598,13,distopian
509,11159,13,fairytale
510,4631,13,biology
511,15321,13,immortals-after-dark
512,16883,13,karin-slaughter
513,19039,13,management
514,32716,13,women-s-murder-club
515,17459,13,kristin-hannah
516,27745,13,sidney-sheldon
517,21672,13,noir
518,7664,13,colleen-hoover
519,3265,13,assassins
520,27461,13,shannara
521,26051,13,robin-hobb
522,8946,13,dark-hunter-series
523,12869,13,gave-up-on
524,9684,13,dogs
525,14917,13,house-of-night
526,17639,13,latin-america
527,6362,13,cassandra-clare
528,3465,13,australian
529,25506,13,recommended
530,736,13,2014-books
531,20654,13,murakami
532,4942,13,book-boyfriend
533,1371,13,a-series-of-unfortunate-events
534,30185,13,the-wheel-of-time
535,17904,13,lemony-snicket
536,9468,13,dickens
537,24821,12,rachel-caine
538,29151,12,sword-of-truth
539,29759,12,the-dresden-files
540,14034,12,haruki-murakami
541,19549,12,mc
542,12922,12,gena-showalter
543,17191,12,kim-harrison
544,23300,12,pern
545,10708,12,environment
546,29560,12,terry-goodkind
547,17847,12,left-behind
548,15291,12,ilona-andrews
549,4508,12,bikers
550,25014,12,read-aloud
551,31727,12,vampire-books
552,32808,12,world-war-2
553,14397,12,highlanders
554,27282,12,series-of-unfortunate-events
555,28126,12,sookie
556,30173,12,the-walking-dead
557,19357,12,marvel
558,22977,12,paranormal-fantasy
559,28275,12,sparks
560,27919,12,slavery
561,13646,12,greek
562,17746,12,lds
563,16157,12,jane-austen
564,16427,12,jk-rowling
565,27682,12,short-story
566,9420,12,diana-gabaldon
567,17857,12,legal
568,21470,12,newbery-medal
569,25554,12,redwall
570,20454,12,morganville-vampires
571,31901,11,vince-flynn
572,13564,11,graphic-novels-and-comics
573,29848,11,the-hollows
574,25600,11,regency-romance
575,31253,11,true-blood
576,27611,11,shifter
577,28128,11,sookie-stackhouse-series
578,23774,11,pll
579,26556,11,sandra-brown
580,3236,11,asimov
581,25992,11,roald-dahl
582,11151,11,fairy-tale-retellings
583,28609,11,steam-punk
584,32099,11,want-to-read
585,16274,11,jeaniene-frost
586,26154,11,romance-historical
587,20054,11,military-history
588,19030,11,man-booker-prize
589,781,11,2015-reading-challenge
590,24246,11,presidents
591,12785,11,gaiman
592,20957,11,mystery-crime
593,4503,11,biker
594,31103,11,tragedy
595,15965,11,j-k-rowling
596,23150,11,paulo-coelho
597,19294,11,marketing
598,10932,11,europe
599,31656,11,usa
600,6622,11,charles-dickens
601,6597,11,chapter-books
602,11340,11,fantasy-fiction
603,14877,11,horses
604,28261,11,spanish
605,392,11,18th-century
606,8491,11,creativity
607,18292,10,lit
608,6840,10,childhood-favourites
609,27432,10,shadowhunters
610,26552,10,sandman
611,14921,10,house-of-night-series
612,5746,10,brit-lit
613,19997,10,midnight-breed
614,17607,10,lara-adrian
615,16716,10,julie-garwood
616,11161,10,fairytale-retellings
617,11035,10,existentialism
618,18981,10,malazan
619,26091,10,rock-stars
620,26088,10,rock-star
621,26680,10,scandinavian
622,4834,10,boarding-school
623,10007,10,dune
624,25011,10,read-again
625,33121,10,young-adult-fantasy
626,7219,10,christine-feehan
627,20288,10,modern-fiction
628,29062,10,susan-elizabeth-phillips
629,2499,10,angel
630,9444,10,diary-of-a-wimpy-kid
631,16383,10,jewish
632,5775,10,british-lit
633,29573,10,tess-gerritsen
634,4052,10,bdb
635,22585,10,our-shared-shelf
636,31729,10,vampire-diaries
637,829,10,2016-reading-challenge
638,8948,10,dark-hunters
639,8087,10,contempor​ary
640,26305,10,royalty
641,2852,10,arc
642,14484,10,historical-fantasy
643,28974,10,summer-reads
644,24268,10,pretty-little-liars
645,21166,9,native-american
646,11773,9,fiction-fantasy
647,8324,9,cosmere
648,2690,9,anthology
649,21555,9,night-huntress
650,21072,9,nalini-singh
651,19496,9,maximum-ride
652,23447,9,philippa-gregory
653,19165,9,mangas
654,18573,9,lords-of-the-underworld
655,8952,9,dark-romance
656,14519,9,historical-mystery
657,31372,9,twilight
658,8624,9,cs-lewis
659,29609,9,the-39-clues
660,10997,9,evolution
661,28141,9,sophie-kinsella
662,17090,9,kid-lit
663,28999,9,superhero
664,31689,9,v-c-andrews
665,24328,9,printz
666,28528,9,stand-alones
667,3308,9,atheism
668,766,9,2015-books
669,16302,9,jeffery-deaver
670,16507,9,john-flanagan
671,29434,9,technology
672,18680,9,loved
673,19017,9,man-booker
674,10342,9,egypt
675,941,9,21st-century
676,2012,9,alexander-mccall-smith
677,26598,9,sarah-dessen
678,25630,9,relationships
679,15461,9,indian
680,28687,9,steve-berry
681,5870,9,buddhism
682,16709,9,julia-quinn
683,805,9,2016-books
684,24254,9,preston-child
685,22601,9,outlander
686,18637,9,louise-penny
687,5058,9,booker
688,22839,9,p-c-cast
689,14694,9,holiday
690,10468,8,ellen-hopkins
691,25171,8,read-in-high-school
692,17523,8,l-j-smith
693,9527,8,dirk-pitt
694,29744,8,the-dark-tower
695,26542,8,sanderson
696,20656,8,murder
697,2001,8,alex-rider
698,18896,8,magic-realism
699,16217,8,japanese-lit
700,23210,8,pendergast
701,16062,8,james-bond
702,9603,8,divergent
703,12567,8,french-lit
704,2705,8,anthropology
705,23219,8,pendragon
706,24901,8,rangers-apprentice
707,18801,8,m-m
708,9866,8,dragonlance
709,11366,8,fantasy-paranormal
710,8957,8,dark-tower
711,19821,8,merry-gentry
712,4908,8,bones
713,17086,8,kid-books
714,19959,8,middle-earth
715,5595,8,brad-thor
716,11875,8,fighters
717,9084,8,dc-comics
718,28936,8,suicide
719,24632,8,pulitzer-prize-winners
720,18784,8,lynsay-sands
721,30094,8,the-selection
722,19805,8,mercy-thompson
723,2126,8,ally-carter
724,31315,8,tudors
725,1120,8,5-star
726,30909,8,tolkien
727,7255,8,christopher-moore
728,18994,8,male-pov
729,17721,8,law
730,17933,8,lesbian
731,28321,8,spies
732,22602,8,outlander-series
733,7924,8,completed-series
734,3786,8,bad-boys
735,31783,8,vc-andrews
736,7276,8,chuck-palahniuk
737,11290,8,fantasia
738,6443,8,cats
739,17849,8,left-behind-series
740,4297,8,bernard-cornwell
741,16693,8,judith-mcnaught
742,3586,8,autism
743,11109,8,fables
744,28532,8,standalone
745,22344,8,on-my-bookshelf
746,17217,7,kindle-books
747,2779,7,apologetics
748,28945,7,summer
749,8768,7,czech
750,16334,7,jennifer-l-armentrout
751,18413,7,little-house
752,19469,7,matthew-reilly
753,8545,7,crime-thriller
754,29083,7,suspense-thriller
755,11570,7,favoritos
756,21815,7,nook
757,29443,7,ted-dekker
758,26194,7,romantic
759,26602,7,sarah-j-maas
760,21358,7,neuroscience
761,19519,7,maya-banks
762,31724,7,vampire-academy
763,3218,7,asian
764,3445,7,austen
765,14856,7,horror-thriller
766,11202,7,fallen-angels
767,22529,7,orson-scott-card
768,6909,7,children-s-fiction
769,24401,7,productivity
770,14024,7,harry-potter-series
771,10725,7,eoin-colfer
772,20622,7,multicultural
773,8429,7,cozy-mystery
774,16903,7,kate-daniels
775,8130,7,cookbook
776,10753,7,epistolary
777,24489,7,psy-changeling
778,10700,7,entrepreneurship
779,19452,7,mathematics
780,25942,7,riordan
781,31708,7,valdemar
782,19798,7,mercedes-lackey
783,28259,7,spain
784,22098,7,nutrition
785,8780,7,cómic
786,15979,7,j-r-r-tolkien
787,23679,7,pirates
788,34248,7,Ｆａｖｏｒｉｔｅｓ
789,31734,7,vampire-kisses
790,24521,7,psychological-thriller
791,1377,7,a-song-of-ice-and-fire
792,19699,7,meh
793,4799,7,blue-bloods
794,23166,7,pc-cast
795,13792,7,guilty-pleasure
796,28623,7,steinbeck
797,29112,7,sweden
798,18054,7,library-books
799,9801,7,douglas-adams
800,30373,7,thriller-mystery
801,9172,7,debbie-macomber
802,29412,6,teatro
803,3783,6,bad-boy
804,17612,6,larissa-ione
805,16871,6,karen-kingsbury
806,13351,6,gone
807,5918,6,bullying
808,1743,6,afghanistan
809,19316,6,marriage
810,19445,6,math
811,32956,6,xanth
812,29864,6,the-immortals
813,11871,6,fighter
814,25987,6,road-trip
815,16511,6,john-green
816,20662,6,murder-mystery
817,25770,6,rereads
818,21152,6,national-book-award
819,13320,6,gods
820,26591,6,sara-shepard
821,14281,6,hercule-poirot
822,17591,6,language
823,2885,6,argeneau
824,28216,6,southern-gothic
825,15858,6,islam
826,25034,6,read-as-a-kid
827,18869,6,mafia
828,4088,6,beat
829,30590,6,to-read-again
830,8683,6,culture
831,18664,6,love-story
832,29113,6,swedish
833,20318,6,modernism
834,9318,6,design
835,3127,6,artemis-fowl
836,4786,6,bloodlines
837,2287,6,american-classics
838,10954,6,evanovich-janet
839,13703,6,grief
840,28880,6,stéphanie-plum
841,21110,6,narnia
842,7265,6,chronicles-of-narnia
843,28681,6,stephenie-meyer
844,23026,6,paris
845,22545,6,other
846,6949,6,children-young-adult
847,29166,6,sylvia-day
848,16959,6,kay-scarpetta
849,21447,6,newberry
850,33006,6,ya-dystopia
851,17678,6,laura-ingalls-wilder
852,31728,6,vampire-chronicles
853,29969,6,the-mortal-instruments
854,16431,6,jo-nesbo
855,20476,6,mortal-instruments
856,12874,6,gay
857,28612,6,steamy
858,2048,6,alien
859,7371,6,clancy
860,10518,6,emily-giffin
861,15463,6,indian-authors
862,23535,6,photography
863,11160,6,fairytale-retelling
864,32766,6,work
865,8865,6,dan-brown
866,12791,6,gallagher-girls
867,7329,6,cirque-du-freak
868,15840,6,isaac-asimov
869,16306,6,jeffrey-archer
870,11644,6,female-authors
871,6701,5,cherub
872,31304,5,tudor
873,7602,5,codex-alera
874,3288,5,astronomy
875,23268,5,percy-jackson-and-the-olympians
876,23273,5,percy-jackson-series
877,17080,5,kick-ass-heroine
878,32366,5,westerns
879,10835,5,erótica
880,784,5,2015-release
881,9273,5,demonica
882,1010,5,3-stars
883,832,5,2016-release
884,32539,5,wimpy-kid
885,8656,5,cultural
886,2271,5,america
887,21374,5,never-finished
888,27163,5,septimus-heap
889,23339,5,personal-finance
890,17177,5,kiera-cass
891,9400,5,dexter
892,21369,5,never-again
893,28640,5,stephanie-meyer
894,855,5,2017-books
895,31376,5,twilight-saga
896,3259,5,assassin
897,32448,5,wicked-lovely
898,27089,5,self-development
899,17002,5,ken-follett
900,3245,5,asoiaf
901,19712,5,melissa-de-la-cruz
902,16141,5,jamie-mcguire
903,24092,5,potter
904,27491,5,shatter-me
905,9943,5,drizzt
906,26097,5,rockstar
907,20203,5,mistborn
908,6200,5,cancer
909,20212,5,mitch-albom
910,18663,5,love-stories
911,32522,5,william-shakespeare
912,11150,5,fairy-tale-retelling
913,15803,5,iris-johansen
914,6471,5,cecelia-ahern
915,6383,5,caster-chronicles
916,13072,5,george-rr-martin
917,29934,5,the-lunar-chronicles
918,28102,5,song-of-ice-and-fire
919,30393,5,throne-of-glass
920,10600,5,ender
921,13070,5,george-r-r-martin
922,12811,5,game-of-thrones
923,8896,5,danielle-steel
924,11708,5,fever-series
925,18583,5,lorien-legacies
926,2891,5,argentina
927,17419,5,korea
928,26246,5,rory-gilmore
929,32914,5,wwi
930,21317,5,nelson-demille
931,11643,5,female-author
932,10074,5,dystopian-post-apocalyptic
933,13881,5,halo
934,28025,5,social-justice
935,22381,5,on-writing
936,19817,5,mermaids
937,11369,5,fantasy-romance
938,14251,5,hemingway
939,20213,5,mitch-rapp
940,28800,5,strategy
941,9156,5,death-note
942,5385,5,books-that-made-me-cry
943,10063,5,dystopia-utopia
944,24898,5,ranger-s-apprentice
945,2200,5,alyson-noel
946,26346,5,running
947,31614,5,urban
948,17755,5,lds-fiction
949,16651,5,journalism
950,11706,5,fever
951,29250,5,tami-hoag
952,11200,5,fallen
953,31883,5,vietnam
954,22639,5,owlcrate
955,32702,5,women-of-the-otherworld
956,27426,5,shadow-falls
957,26459,5,sad
958,4829,5,board-books
959,8984,5,darynda-jones
960,31421,4,uglies
961,24963,4,re-reading
962,12334,4,forbidden-love
963,24050,4,post-apocalypse
964,20120,4,mindfulness
965,20125,4,mine
966,2138,4,alpha-males
967,16563,4,john-steinbeck
968,23440,4,philip-k-dick
969,9848,4,dragon
970,4090,4,beat-generation
971,16867,4,karen-chance
972,4126,4,beauty-and-the-beast
973,18746,4,lunar-chronicles
974,15915,4,italian-literature
975,18525,4,london
976,29843,4,the-heroes-of-olympus
977,28014,4,social-commentary
978,24860,4,rainbow-rowell
979,21656,4,nobel
980,21662,4,nobel-prize
981,20287,4,modern-fantasy
982,19224,4,margaret-atwood
983,7216,4,christina-lauren
984,15758,4,investing
985,17706,4,lauren-kate
986,19714,4,melissa-marr
987,23900,4,polish
988,32758,4,wordless
989,11709,4,fey
990,14308,4,heroes-of-olympus
991,22830,4,oz
992,753,4,2014-releases
993,28776,4,storytime
994,33153,4,youngadult
995,17455,4,kristen-proby
996,6715,4,chetan-bhagat
997,24080,4,postmodern
998,17487,4,kurt-vonnegut
999,27573,4,sherlock
1000,26099,4,rockstars
1001,30163,4,the-vampire-diaries
1002,18867,4,maeve-binchy
1003,897,4,2017-releases
1004,15817,4,irish-literature
1005,4112,4,beautiful-covers
1006,23685,4,pittacus-lore
1007,18228,4,linda-howard
1008,1679,4,adult-romance
1009,16719,4,julie-kagawa
1010,11207,4,fallen-series
1011,15081,4,hunger-games
1012,10802,4,erin-hunter
1013,7141,4,christian-life
1014,1774,4,african-literature
1015,21550,4,nigeria
1016,10982,4,evernight
1017,5842,4,brown-dan
1018,15060,4,humorous
1019,18270,4,lisa-scottoline
1020,29401,4,tear-jerker
1021,31535,4,university
1022,30381,4,thriller-suspense
1023,10671,4,enid-blyton
1024,7037,4,chloe-neill
1025,18566,4,lord-of-the-rings
1026,20376,4,money
1027,32667,4,wodehouse
1028,18884,4,maggie-stiefvater
1029,33304,4,Ágatha-christie
1030,7256,4,christopher-paolini
1031,5688,4,brent-weeks
1032,2424,4,ancient
1033,15320,4,immortals
1034,16718,4,julie-james
1035,4561,4,bio
1036,28031,4,social-science
1037,10774,4,eragon
1038,22200,4,odd-thomas
1039,15585,4,inheritance
1040,15586,4,inheritance-cycle
1041,28420,4,sport
1042,3956,4,baseball
1043,26026,4,robert-langdon
1044,362,4,17th-century
1045,15107,4,hush-hush
1046,15782,4,iran
1047,15109,4,hush-hush-series
1048,27403,4,sf-fantasy
1049,17708,4,lauren-oliver
1050,31726,4,vampire-academy-series
1051,22944,4,paperback
1052,13419,4,goosebumps
1053,9959,4,drugs
1054,17525,4,l-m-montgomery
1055,13438,4,gossip-girl
1056,2867,4,architecture
1057,4136,4,becca-fitzpatrick
1058,30258,4,theory
1059,25850,4,rhyming
1060,21878,4,north-korea
1061,4113,4,beautiful-creatures
1062,16070,4,james-dashner
1063,7704,4,colors
1064,19543,4,maze-runner
1065,29952,4,the-maze-runner
1066,9537,3,disabilities
1067,1750,3,african
1068,19239,3,maria-v-snyder
1069,26178,3,romancé
1070,2687,3,anthologies
1071,29868,3,the-inheritance-cycle
1072,893,3,2017-reading-challenge
1073,17968,3,letters
1074,31378,3,twilight-series
1075,2158,3,already-read
1076,2643,3,anne-bishop
1077,20527,3,motorcycle-club
1078,26063,3,robots
1079,7511,3,cliffhanger
1080,5404,3,books-to-movies
1081,14681,3,hockey
1082,823,3,2016-read
1083,23996,3,popular-science
1084,25539,3,red-queen
1085,18904,3,magic-tree-house
1086,12048,3,first-reads
1087,4427,3,bible
1088,17068,3,khaled-hosseini
1089,9297,3,depression
1090,13922,3,happiness
1091,32566,3,winter
